[2026-04-07 14:11:58] Pre-building release binaries...
    Finished `release` profile [optimized] target(s) in 0.31s
[2026-04-07 14:11:59] === AlphaZero Loop Start (branch=rtx5090-4, run_dir=runs/rtx5090-4, iteration=1, games=3000x1gpu, sims=512+0/iter, max=512, min_chain=0, threads=1024) ===
[2026-04-07 14:11:59] --- Iteration 1 (sims=512, global_step=0) ---
[2026-04-07 14:11:59] Self-play start (m=24, c_visit=50.0, num_gpus=1, games_per_gpu=3000, total=3000)
[gpu0]     Finished `release` profile [optimized] target(s) in 0.30s
[gpu0]      Running `target/release/self-play --games 3000 --simulations 512 --c-puct-init 1.5 --c-puct-base 19652.0 --m 24 --c-visit 50.0 --gamma 0.95 --min-chain 0 --threads 1024 --batch-size 4096 --num-leaves 1 --model-path runs/rtx5090-4/artifacts/puyo_model --cols 6 --rows 14 --num-colors 4 --residual-channels 256 --num-blocks 6 --policy-conv-channels 2 --value-conv-channels 1 --value-hidden 256 --film-hidden 256 --output runs/rtx5090-4/data/alphazero_iter_1_gpu0.bin`
[gpu0] games=3000, simulations=512, c_puct_init=1.5, c_puct_base=19652, m=24, c_visit=50, gamma=0.95, num_leaves=1, min_chain=0
[gpu0] Game config: cols=6, rows=14, num_colors=4, residual_channels=256, num_blocks=6, policy_conv_ch=2, value_conv_ch=1, value_hidden=256, film_hidden=256
[gpu0] Backend: Cuda (GPU) — Gumbel MCTS self-play (batched)
[gpu0] Failed to load model from runs/rtx5090-4/artifacts/puyo_model: FileNotFound("No such file or directory (os error 2)"). Initializing random weights
[gpu0] Using 1024 game threads, max_batch_size=4096
[gpu0] [1038/3000] samples:  51900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3500/3571 | 0.46 games/s | ETA: 4241s
[gpu0] [1039/3000] samples:  51950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2700/3570 | 0.46 games/s | ETA: 4234s
[gpu0] [1040/3000] samples:  52000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4800/3571 | 0.46 games/s | ETA: 4228s
[gpu0] [1041/3000] samples:  52050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2960/3570 | 0.46 games/s | ETA: 4222s
[gpu0] [1042/3000] samples:  52100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4120/3571 | 0.46 games/s | ETA: 4216s
[gpu0] [1043/3000] samples:  52150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4080/3571 | 0.46 games/s | ETA: 4210s
[gpu0] [1044/3000] samples:  52200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4110/3572 | 0.47 games/s | ETA: 4203s
[gpu0] [1045/3000] samples:  52250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3572 | 0.47 games/s | ETA: 4197s
[gpu0] [1046/3000] samples:  52300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2760/3571 | 0.47 games/s | ETA: 4191s
[gpu0] [1047/3000] samples:  52350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3280/3571 | 0.47 games/s | ETA: 4185s
[gpu0] [1048/3000] samples:  52400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3960/3571 | 0.47 games/s | ETA: 4179s
[gpu0] [1049/3000] samples:  52450 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 6580/3574 | 0.47 games/s | ETA: 4173s
[gpu0] [1050/3000] samples:  52500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3573 | 0.47 games/s | ETA: 4167s
[gpu0] [1051/3000] samples:  52550 | chain(game/max/avg): 5/5/2.5 | reward(game/avg): 7980/3578 | 0.47 games/s | ETA: 4161s
[gpu0] [1052/3000] samples:  52600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3840/3578 | 0.47 games/s | ETA: 4155s
[gpu0] [1053/3000] samples:  52650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3610/3578 | 0.47 games/s | ETA: 4148s
[gpu0] [1054/3000] samples:  52700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3640/3578 | 0.47 games/s | ETA: 4142s
[gpu0] [1055/3000] samples:  52750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3680/3578 | 0.47 games/s | ETA: 4136s
[gpu0] [1056/3000] samples:  52800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4220/3579 | 0.47 games/s | ETA: 4130s
[gpu0] [1057/3000] samples:  52850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2760/3578 | 0.47 games/s | ETA: 4124s
[gpu0] [1058/3000] samples:  52900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3180/3578 | 0.47 games/s | ETA: 4118s
[gpu0] [1059/3000] samples:  52950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3577 | 0.47 games/s | ETA: 4112s
[gpu0] [1060/3000] samples:  53000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5060/3579 | 0.47 games/s | ETA: 4106s
[gpu0] [1061/3000] samples:  53050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3440/3579 | 0.47 games/s | ETA: 4100s
[gpu0] [1062/3000] samples:  53100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4940/3580 | 0.47 games/s | ETA: 4094s
[gpu0] [1063/3000] samples:  53150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3580 | 0.47 games/s | ETA: 4088s
[gpu0] [1064/3000] samples:  53200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2390/3579 | 0.47 games/s | ETA: 4082s
[gpu0] [1065/3000] samples:  53250 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5410/3581 | 0.47 games/s | ETA: 4076s
[gpu0] [1066/3000] samples:  53300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3100/3580 | 0.48 games/s | ETA: 4071s
[gpu0] [1067/3000] samples:  53350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2660/3579 | 0.48 games/s | ETA: 4065s
[gpu0] [1068/3000] samples:  53400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3220/3579 | 0.48 games/s | ETA: 4059s
[gpu0] [1069/3000] samples:  53450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3660/3579 | 0.48 games/s | ETA: 4053s
[gpu0] [1070/3000] samples:  53500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3580/3579 | 0.48 games/s | ETA: 4047s
[gpu0] [1071/3000] samples:  53550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3420/3579 | 0.48 games/s | ETA: 4041s
[gpu0] [1072/3000] samples:  53600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3820/3579 | 0.48 games/s | ETA: 4035s
[gpu0] [1073/3000] samples:  53650 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 6240/3582 | 0.48 games/s | ETA: 4029s
[gpu0] [1074/3000] samples:  53700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3620/3582 | 0.48 games/s | ETA: 4024s
[gpu0] [1075/3000] samples:  53750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4140/3582 | 0.48 games/s | ETA: 4018s
[gpu0] [1076/3000] samples:  53800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3180/3582 | 0.48 games/s | ETA: 4012s
[gpu0] [1077/3000] samples:  53850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2940/3581 | 0.48 games/s | ETA: 4006s
[gpu0] [1078/3000] samples:  53900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3640/3581 | 0.48 games/s | ETA: 4000s
[gpu0] [1079/3000] samples:  53950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3582 | 0.48 games/s | ETA: 3995s
[gpu0] [1080/3000] samples:  54000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3600/3582 | 0.48 games/s | ETA: 3989s
[gpu0] [1081/3000] samples:  54050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3490/3582 | 0.48 games/s | ETA: 3983s
[gpu0] [1082/3000] samples:  54100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3670/3582 | 0.48 games/s | ETA: 3977s
[gpu0] [1083/3000] samples:  54150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4570/3583 | 0.48 games/s | ETA: 3972s
[gpu0] [1084/3000] samples:  54200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2700/3582 | 0.48 games/s | ETA: 3966s
[gpu0] [1085/3000] samples:  54250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3580/3582 | 0.48 games/s | ETA: 3960s
[gpu0] [1086/3000] samples:  54300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3400/3582 | 0.48 games/s | ETA: 3954s
[gpu0] [1087/3000] samples:  54350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2820/3581 | 0.48 games/s | ETA: 3949s
[gpu0] [1088/3000] samples:  54400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4220/3582 | 0.48 games/s | ETA: 3943s
[gpu0] [1089/3000] samples:  54450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4090/3582 | 0.49 games/s | ETA: 3937s
[gpu0] [1090/3000] samples:  54500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3960/3582 | 0.49 games/s | ETA: 3932s
[gpu0] [1091/3000] samples:  54550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3490/3582 | 0.49 games/s | ETA: 3926s
[gpu0] [1092/3000] samples:  54600 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5000/3584 | 0.49 games/s | ETA: 3920s
[gpu0] [1093/3000] samples:  54650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3584 | 0.49 games/s | ETA: 3915s
[gpu0] [1094/3000] samples:  54700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4760/3585 | 0.49 games/s | ETA: 3909s
[gpu0] [1095/3000] samples:  54750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3180/3585 | 0.49 games/s | ETA: 3903s
[gpu0] [1096/3000] samples:  54800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3780/3585 | 0.49 games/s | ETA: 3898s
[gpu0] [1097/3000] samples:  54850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2680/3584 | 0.49 games/s | ETA: 3892s
[gpu0] [1098/3000] samples:  54900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2700/3583 | 0.49 games/s | ETA: 3887s
[gpu0] [1099/3000] samples:  54950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3020/3583 | 0.49 games/s | ETA: 3881s
[gpu0] [1100/3000] samples:  55000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2540/3582 | 0.49 games/s | ETA: 3876s
[gpu0] [1101/3000] samples:  55050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3920/3582 | 0.49 games/s | ETA: 3870s
[gpu0] [1102/3000] samples:  55100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4300/3583 | 0.49 games/s | ETA: 3865s
[gpu0] [1103/3000] samples:  55150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3880/3583 | 0.49 games/s | ETA: 3859s
[gpu0] [1104/3000] samples:  55200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3600/3583 | 0.49 games/s | ETA: 3853s
[gpu0] [1105/3000] samples:  55250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3582 | 0.49 games/s | ETA: 3848s
[gpu0] [1106/3000] samples:  55300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3230/3582 | 0.49 games/s | ETA: 3842s
[gpu0] [1107/3000] samples:  55350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3900/3582 | 0.49 games/s | ETA: 3837s
[gpu0] [1108/3000] samples:  55400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3160/3582 | 0.49 games/s | ETA: 3831s
[gpu0] [1109/3000] samples:  55450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4220/3582 | 0.49 games/s | ETA: 3826s
[gpu0] [1110/3000] samples:  55500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3560/3582 | 0.49 games/s | ETA: 3820s
[gpu0] [1111/3000] samples:  55550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3120/3582 | 0.50 games/s | ETA: 3815s
[gpu0] [1112/3000] samples:  55600 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5100/3583 | 0.50 games/s | ETA: 3810s
[gpu0] [1113/3000] samples:  55650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3360/3583 | 0.50 games/s | ETA: 3804s
[gpu0] [1114/3000] samples:  55700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2800/3582 | 0.50 games/s | ETA: 3799s
[gpu0] [1115/3000] samples:  55750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4430/3583 | 0.50 games/s | ETA: 3793s
[gpu0] [1116/3000] samples:  55800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2480/3582 | 0.50 games/s | ETA: 3788s
[gpu0] [1117/3000] samples:  55850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4160/3583 | 0.50 games/s | ETA: 3783s
[gpu0] [1118/3000] samples:  55900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3440/3582 | 0.50 games/s | ETA: 3777s
[gpu0] [1119/3000] samples:  55950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3581 | 0.50 games/s | ETA: 3772s
[gpu0] [1120/3000] samples:  56000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3600/3581 | 0.50 games/s | ETA: 3766s
[gpu0] [1121/3000] samples:  56050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4130/3582 | 0.50 games/s | ETA: 3761s
[gpu0] [1122/3000] samples:  56100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3400/3582 | 0.50 games/s | ETA: 3756s
[gpu0] [1123/3000] samples:  56150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4450/3583 | 0.50 games/s | ETA: 3750s
[gpu0] [1124/3000] samples:  56200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3440/3582 | 0.50 games/s | ETA: 3745s
[gpu0] [1125/3000] samples:  56250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3582 | 0.50 games/s | ETA: 3740s
[gpu0] [1126/3000] samples:  56300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 1920/3580 | 0.50 games/s | ETA: 3734s
[gpu0] [1127/3000] samples:  56350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2890/3580 | 0.50 games/s | ETA: 3729s
[gpu0] [1128/3000] samples:  56400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3580 | 0.50 games/s | ETA: 3724s
[gpu0] [1129/3000] samples:  56450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3600/3580 | 0.50 games/s | ETA: 3719s
[gpu0] [1130/3000] samples:  56500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4430/3580 | 0.50 games/s | ETA: 3713s
[gpu0] [1131/3000] samples:  56550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3780/3581 | 0.50 games/s | ETA: 3708s
[gpu0] [1132/3000] samples:  56600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3200/3580 | 0.50 games/s | ETA: 3703s
[gpu0] [1134/3000] samples:  56700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3579 | 0.51 games/s | ETA: 3692s
[gpu0] [1133/3000] samples:  56650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3200/3580 | 0.50 games/s | ETA: 3697s
[gpu0] [1135/3000] samples:  56750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3579 | 0.51 games/s | ETA: 3687s
[gpu0] [1136/3000] samples:  56800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4100/3579 | 0.51 games/s | ETA: 3682s
[gpu0] [1137/3000] samples:  56850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3050/3579 | 0.51 games/s | ETA: 3677s
[gpu0] [1138/3000] samples:  56900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4580/3580 | 0.51 games/s | ETA: 3671s
[gpu0] [1139/3000] samples:  56950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3280/3579 | 0.51 games/s | ETA: 3666s
[gpu0] [1140/3000] samples:  57000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4440/3580 | 0.51 games/s | ETA: 3661s
[gpu0] [1141/3000] samples:  57050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3460/3580 | 0.51 games/s | ETA: 3656s
[gpu0] [1142/3000] samples:  57100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3840/3580 | 0.51 games/s | ETA: 3651s
[gpu0] [1143/3000] samples:  57150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3580 | 0.51 games/s | ETA: 3646s
[gpu0] [1144/3000] samples:  57200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3500/3580 | 0.51 games/s | ETA: 3640s
[gpu0] [1145/3000] samples:  57250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3270/3579 | 0.51 games/s | ETA: 3635s
[gpu0] [1146/3000] samples:  57300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3760/3580 | 0.51 games/s | ETA: 3630s
[gpu0] [1147/3000] samples:  57350 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5720/3581 | 0.51 games/s | ETA: 3625s
[gpu0] [1148/3000] samples:  57400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3581 | 0.51 games/s | ETA: 3620s
[gpu0] [1149/3000] samples:  57450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3780/3581 | 0.51 games/s | ETA: 3615s
[gpu0] [1150/3000] samples:  57500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3740/3581 | 0.51 games/s | ETA: 3610s
[gpu0] [1151/3000] samples:  57550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3760/3581 | 0.51 games/s | ETA: 3605s
[gpu0] [1152/3000] samples:  57600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3700/3581 | 0.51 games/s | ETA: 3600s
[gpu0] [1153/3000] samples:  57650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4420/3582 | 0.51 games/s | ETA: 3594s
[gpu0] [1154/3000] samples:  57700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3581 | 0.51 games/s | ETA: 3589s
[gpu0] [1155/3000] samples:  57750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4420/3582 | 0.51 games/s | ETA: 3584s
[gpu0] [1156/3000] samples:  57800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3582 | 0.52 games/s | ETA: 3579s
[gpu0] [1157/3000] samples:  57850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5300/3583 | 0.52 games/s | ETA: 3574s
[gpu0] [1158/3000] samples:  57900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4380/3584 | 0.52 games/s | ETA: 3569s
[gpu0] [1159/3000] samples:  57950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3780/3584 | 0.52 games/s | ETA: 3564s
[gpu0] [1160/3000] samples:  58000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4130/3584 | 0.52 games/s | ETA: 3559s
[gpu0] [1161/3000] samples:  58050 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4900/3585 | 0.52 games/s | ETA: 3554s
[gpu0] [1162/3000] samples:  58100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3585 | 0.52 games/s | ETA: 3549s
[gpu0] [1163/3000] samples:  58200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2680/3587 | 0.52 games/s | ETA: 3544s
[gpu0] [1164/3000] samples:  58200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2800/3584 | 0.52 games/s | ETA: 3539s
[gpu0] [1165/3000] samples:  58250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3584 | 0.52 games/s | ETA: 3534s
[gpu0] [1166/3000] samples:  58300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3560/3584 | 0.52 games/s | ETA: 3529s
[gpu0] [1167/3000] samples:  58350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3570/3584 | 0.52 games/s | ETA: 3524s
[gpu0] [1168/3000] samples:  58400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2720/3583 | 0.52 games/s | ETA: 3520s
[gpu0] [1169/3000] samples:  58450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3590/3583 | 0.52 games/s | ETA: 3515s
[gpu0] [1170/3000] samples:  58500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3583 | 0.52 games/s | ETA: 3510s
[gpu0] [1171/3000] samples:  58550 | chain(game/max/avg): 5/5/2.5 | reward(game/avg): 7470/3586 | 0.52 games/s | ETA: 3505s
[gpu0] [1172/3000] samples:  58600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3440/3586 | 0.52 games/s | ETA: 3500s
[gpu0] [1173/3000] samples:  58650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3586 | 0.52 games/s | ETA: 3495s
[gpu0] [1174/3000] samples:  58700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3560/3586 | 0.52 games/s | ETA: 3490s
[gpu0] [1175/3000] samples:  58750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4460/3586 | 0.52 games/s | ETA: 3485s
[gpu0] [1176/3000] samples:  58800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4860/3587 | 0.52 games/s | ETA: 3480s
[gpu0] [1177/3000] samples:  58850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3020/3587 | 0.52 games/s | ETA: 3475s
[gpu0] [1178/3000] samples:  58900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4200/3587 | 0.52 games/s | ETA: 3471s
[gpu0] [1179/3000] samples:  58950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3860/3588 | 0.53 games/s | ETA: 3466s
[gpu0] [1180/3000] samples:  59000 | chain(game/max/avg): 5/5/2.5 | reward(game/avg): 8480/3592 | 0.53 games/s | ETA: 3461s
[gpu0] [1181/3000] samples:  59050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4640/3593 | 0.53 games/s | ETA: 3456s
[gpu0] [1182/3000] samples:  59100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3420/3593 | 0.53 games/s | ETA: 3451s
[gpu0] [1183/3000] samples:  59150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3220/3592 | 0.53 games/s | ETA: 3446s
[gpu0] [1184/3000] samples:  59200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3660/3592 | 0.53 games/s | ETA: 3442s
[gpu0] [1185/3000] samples:  59250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3120/3592 | 0.53 games/s | ETA: 3437s
[gpu0] [1186/3000] samples:  59300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3020/3591 | 0.53 games/s | ETA: 3432s
[gpu0] [1187/3000] samples:  59350 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5220/3593 | 0.53 games/s | ETA: 3427s
[gpu0] [1188/3000] samples:  59400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3220/3592 | 0.53 games/s | ETA: 3423s
[gpu0] [1189/3000] samples:  59450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4140/3593 | 0.53 games/s | ETA: 3418s
[gpu0] [1190/3000] samples:  59500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2680/3592 | 0.53 games/s | ETA: 3413s
[gpu0] [1191/3000] samples:  59550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4180/3593 | 0.53 games/s | ETA: 3408s
[gpu0] [1192/3000] samples:  59600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3592 | 0.53 games/s | ETA: 3404s
[gpu0] [1193/3000] samples:  59650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3500/3592 | 0.53 games/s | ETA: 3399s
[gpu0] [1194/3000] samples:  59700 | chain(game/max/avg): 5/5/2.5 | reward(game/avg): 10060/3597 | 0.53 games/s | ETA: 3394s
[gpu0] [1195/3000] samples:  59750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4480/3598 | 0.53 games/s | ETA: 3389s
[gpu0] [1196/3000] samples:  59800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3200/3598 | 0.53 games/s | ETA: 3385s
[gpu0] [1197/3000] samples:  59850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4150/3598 | 0.53 games/s | ETA: 3380s
[gpu0] [1198/3000] samples:  59900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4140/3599 | 0.53 games/s | ETA: 3375s
[gpu0] [1199/3000] samples:  59950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2820/3598 | 0.53 games/s | ETA: 3371s
[gpu0] [1200/3000] samples:  60000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4770/3599 | 0.53 games/s | ETA: 3366s
[gpu0] [1201/3000] samples:  60050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4000/3599 | 0.54 games/s | ETA: 3361s
[gpu0] [1202/3000] samples:  60100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3599 | 0.54 games/s | ETA: 3357s
[gpu0] [1203/3000] samples:  60150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3980/3599 | 0.54 games/s | ETA: 3352s
[gpu0] [1204/3000] samples:  60200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2720/3598 | 0.54 games/s | ETA: 3347s
[gpu0] [1205/3000] samples:  60250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4920/3599 | 0.54 games/s | ETA: 3343s
[gpu0] [1206/3000] samples:  60300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3599 | 0.54 games/s | ETA: 3338s
[gpu0] [1207/3000] samples:  60350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3220/3598 | 0.54 games/s | ETA: 3333s
[gpu0] [1208/3000] samples:  60400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3598 | 0.54 games/s | ETA: 3329s
[gpu0] [1209/3000] samples:  60450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2650/3597 | 0.54 games/s | ETA: 3324s
[gpu0] [1210/3000] samples:  60500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3220/3597 | 0.54 games/s | ETA: 3320s
[gpu0] [1211/3000] samples:  60550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3660/3597 | 0.54 games/s | ETA: 3315s
[gpu0] [1212/3000] samples:  60600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4000/3597 | 0.54 games/s | ETA: 3310s
